-1.9450	3.1706	-2.0536
0.5615	-0.0029	-2.1845
0.6284	0.9183	-2.9719
1.0377	1.9856	-1.1401
3.1217	6.8903	-4.3967
0.6435	2.5546	-3.3403
0.7862	-0.7197	2.6020
-1.6145	-1.6145	1.9184
-0.9203	-0.0660	1.7583
-0.9872	-0.9872	2.5457
-0.6273	-0.6273	-0.6273
-0.1623	-0.6049	-1.4901
-0.6273	-0.6273	-0.6273
0.4650	0.0224	-0.8628
-0.1623	-0.6049	-1.4901
0.2545	-1.1503	-0.1420
-2.5100	-1.5827	5.0719
-0.9630	-0.0357	0.1662
-0.4140	-0.3786	0.8689
-0.5217	-0.1952	-0.5217
-0.9203	-0.0660	1.7583
-0.3852	-0.4177	0.0305
-1.9650	1.0131	-0.6821
-0.9872	-0.9872	2.5457
-0.6273	-0.6273	-0.6273
-0.2679	2.2076	-1.5057
-0.6273	-0.6273	-0.6273
2.2579	5.7255	-2.4719
0.2383	0.2737	-1.1930
-1.0573	0.6230	-0.6416
-1.0573	0.6230	-0.6416
-0.6273	-0.6273	-0.6273
0.5949	0.1142	-0.7608
-0.9872	-0.9872	2.5457
-0.6832	-0.6832	-0.6832
-1.6702	-1.7180	-1.1651
-1.3780	-1.0685	-1.3616
9.3185	11.9191	-2.7952
-0.5609	2.7689	0.8799
-0.9872	-0.9872	2.5457
0.4186	2.4515	-2.1470
0.3594	2.8349	-0.8784
0.3594	2.8349	-0.8784
0.3594	2.8349	-0.8784
0.4263	3.7561	-1.6658
-1.7092	1.5702	-0.5800
-1.3780	-1.0685	-1.3616
-0.9203	-0.0660	1.7583
-1.2646	-1.2646	2.2683
0.4650	0.0224	-0.8628
-0.6273	-0.6273	-0.6273
-1.5950	-1.6258	-1.1063
-1.2646	-1.2646	2.2683
-1.2646	-1.2646	2.2683
0.0669	0.9212	-0.7874
0.4650	0.0224	-0.8628
-0.1623	-0.6049	-1.4901
-0.1623	-0.6049	-1.4901
-0.1623	-0.6049	-1.4901
-2.1524	-1.2251	2.9639
-2.2809	-1.3536	2.3812
-1.2335	0.8298	-0.3871
0.7862	-0.7197	2.6020
1.1456	2.1152	1.7236
-1.3204	-1.3204	2.2125
-0.5609	2.7689	0.8799
-0.9630	-0.0357	0.1662
1.1675	-0.8657	1.2140
-1.5441	3.4780	-1.0030
-0.9630	-0.0357	0.1662
-2.1506	1.2522	4.1935
-2.5100	-1.5827	5.0719
-1.8250	-0.9707	0.8536
-2.3607	-0.0086	1.1722
0.6514	2.5340	-1.0637
1.1202	0.6507	-0.5949
2.7799	0.7467	-0.7065
2.8468	1.6679	-1.4939
2.7799	0.7467	-0.7065
-0.4688	1.8833	-0.4688
2.7799	0.7467	-0.7065
-1.1362	4.5457	0.5102
-0.5217	-0.1952	-0.5217
-0.5609	2.7689	0.8799
-1.2646	-1.2646	2.2683
-2.3808	-1.4535	2.2813
-0.2774	-0.2774	-0.2774
-0.5814	-0.5814	2.9515
-0.5814	-0.5814	2.9515
-0.5814	-0.5814	2.9515
-0.5814	-0.5814	2.9515
-0.5814	-0.5814	2.9515
-0.5814	-0.5814	2.9515
-0.9872	-0.9872	2.5457
-0.9630	-0.0357	0.1662
-1.3204	-1.3204	2.2125
-1.4318	1.8476	-0.3026
-1.4318	1.8476	-0.3026
-1.4318	1.8476	-0.3026
-1.3204	-1.3204	2.2125
-1.4318	1.8476	-0.3026
-1.6268	-1.6617	3.1479
-2.5124	0.7670	1.3310
-0.9352	1.4169	2.8033
0.6666	0.7020	-0.7647
0.6666	0.7020	-0.7647
0.6666	0.7020	-0.7647
0.6666	0.7020	-0.7647
0.6666	0.7020	-0.7647
0.6666	0.7020	-0.7647
0.6666	0.7020	-0.7647
0.6666	0.7020	-0.7647
0.2383	0.2737	-1.1930
0.7335	1.6232	-1.5521
-1.3275	-1.0351	-1.2945
-2.1379	-0.4576	0.9920
-2.1379	-0.4576	0.9920
-2.3844	-2.4169	0.7455
0.3892	0.4246	-1.0421
0.0669	0.9212	-0.7874
-1.7867	0.5654	1.7462
-0.5814	-0.5814	2.9515
0.3694	1.2591	-1.9162
0.9332	3.0015	-1.1033
-0.5738	0.3889	-0.8759
-0.5738	0.3889	-0.8759
0.1717	3.9044	-1.0973
-1.1490	-0.8225	-1.1490
-1.9502	-1.0229	2.7119
-0.9872	-0.9872	2.5457
2.9766	1.5059	-1.1219
4.7251	4.6829	-1.1545
4.2563	6.5662	-1.6233
-0.5814	-0.5814	2.9515
-1.3597	-0.4324	0.2038
1.4193	3.0487	-3.1360
-0.7054	4.5616	-2.8875
-0.2626	2.2129	-1.5004
-0.7843	-1.2269	-2.1121
-1.2646	-1.2646	2.2683
-1.2493	-1.2493	-1.2493
-1.7334	0.6187	1.7995
-1.2646	-1.2646	2.2683
-0.1623	-0.6049	-1.4901
-2.3469	-1.4196	2.7495
0.0062	0.5610	0.1707
-0.5814	-0.5814	2.9515
-0.7272	-0.7272	-0.7272
-0.3940	-0.3940	-0.3940
-0.3940	-0.3940	-0.3940
-0.9872	-0.9872	2.5457
0.1435	3.4733	-1.9486
-0.4688	1.8833	-0.4688
-0.5814	-0.5814	2.9515
-2.3607	-0.0086	1.1722
-2.3469	-1.4196	2.7495
-1.2646	-1.2646	2.2683
-2.3469	-1.4196	2.7495
-1.2646	-1.2646	2.2683
-0.6220	-0.6220	-0.6220
-0.2626	2.2129	-1.5004
-0.6258	1.2837	-1.9536
-0.6258	1.2837	-1.9536
-0.6220	-0.6220	-0.6220
-1.0908	1.2613	-1.0908
3.4416	1.5283	-1.9847
1.0241	-0.4818	-0.7129
2.8619	3.3042	-1.8623
2.5025	0.4693	-0.9839
-0.5814	-0.5814	2.9515
-0.5814	-0.5814	2.9515
0.3594	2.8349	-0.8784
-0.4058	-0.4058	-0.4058
-0.6024	2.2848	2.6398
-0.2747	-0.7498	-0.0180
-1.2646	-1.2646	2.2683
-1.5711	-1.6036	-1.1554
-2.3607	-0.0086	1.1722
-1.9502	-1.0229	2.7119
-1.2646	-1.2646	2.2683
-1.4560	0.8961	2.0769
-1.2646	-1.2646	2.2683
-1.2646	-1.2646	2.2683
-0.9872	-0.9872	2.5457
-1.2646	-1.2646	2.2683
-1.9411	-1.0138	3.1553
-1.2646	-1.2646	2.2683
-1.9411	-1.0138	3.1553
-2.4060	-1.4787	3.6175
-3.7060	-2.7787	4.6902
0.6015	-1.2668	1.6636
-0.4058	-0.4058	-0.4058
-0.4058	-0.4058	-0.4058
-0.7074	-0.7399	-0.2917
0.8744	0.3937	-0.4813
-1.5776	-1.5776	5.6695
-1.2646	-1.2646	2.2683
